Timestamp,Base,Target,Value
2026-02-12 12:55:03,USD,TRY,43.666614
2026-02-12 12:55:03,USD,EUR,0.841655
2026-02-12 13:41:36,USD,TRY,43.666614
2026-02-12 13:41:36,USD,EUR,0.841655
2026-02-12 13:54:35,USD,TRY,43.666614
2026-02-12 13:54:35,USD,EUR,0.841655
